symbol,company,date,quote,open,low,high,avg_volume
AMZN,"Amazon.com, Inc.",2024-01-12,154.6199951172,155.3899993896,154.0099945068,156.1999969482,40460300
AMZN,"Amazon.com, Inc.",2024-01-16,153.1600036621,153.5299987793,152.1499938965,154.9900054932,41384600
AMZN,"Amazon.com, Inc.",2024-01-17,151.7100067139,151.4900054932,149.9100036621,152.1499938965,34953400
AMZN,"Amazon.com, Inc.",2024-01-18,153.5,152.7700042725,151.8200073242,153.7799987793,37850200
AMZN,"Amazon.com, Inc.",2024-01-19,155.3399963379,153.8300018311,152.7400054932,155.7599945068,51033700
AMZN,"Amazon.com, Inc.",2024-01-22,154.7799987793,156.8899993896,153.8999938965,157.0500030518,43687500
AMZN,"Amazon.com, Inc.",2024-01-23,156.0200042725,154.8500061035,153.9299926758,156.2100067139,37986000
AMZN,"Amazon.com, Inc.",2024-01-24,156.8699951172,157.8000030518,156.4799957275,158.5099945068,48547300
AMZN,"Amazon.com, Inc.",2024-01-25,157.75,156.9499969482,154.5500030518,158.5099945068,43638600
AMZN,"Amazon.com, Inc.",2024-01-26,159.1199951172,158.4199981689,157.9100036621,160.7200012207,51047400
AMZN,"Amazon.com, Inc.",2024-01-29,161.2599945068,159.3399963379,158.8999938965,161.2899932861,45270400
AMZN,"Amazon.com, Inc.",2024-01-30,159.0,160.6999969482,158.4900054932,161.7299957275,45207400
AMZN,"Amazon.com, Inc.",2024-01-31,155.1999969482,157.0,154.8099975586,159.0099945068,50284400
AMZN,"Amazon.com, Inc.",2024-02-01,159.2799987793,155.8699951172,155.6199951172,159.7599945068,76542400
AMZN,"Amazon.com, Inc.",2024-02-02,171.8099975586,169.1900024414,167.3300018311,172.5,117154900
AMZN,"Amazon.com, Inc.",2024-02-05,170.3099975586,170.1999969482,167.6999969482,170.5500030518,55081300
AMZN,"Amazon.com, Inc.",2024-02-06,169.1499938965,169.3899993896,167.6499938965,170.7100067139,42505500
AMZN,"Amazon.com, Inc.",2024-02-07,170.5299987793,169.4799957275,168.9400024414,170.8800048828,47174100
AMZN,"Amazon.com, Inc.",2024-02-08,169.8399963379,169.6499938965,168.8800048828,171.4299926758,42316500
AMZN,"Amazon.com, Inc.",2024-02-09,174.4499969482,170.8999938965,170.5800018311,175.0,56986000
AMZN,"Amazon.com, Inc.",2024-02-12,172.3399963379,174.8000030518,171.5399932861,175.3899993896,51050400
AMZN,"Amazon.com, Inc.",2024-02-13,168.6399993896,167.7299957275,165.75,170.9499969482,56345100
AMZN,"Amazon.com, Inc.",2024-02-14,170.9799957275,169.2100067139,168.2799987793,171.2100067139,42815500
AMZN,"Amazon.com, Inc.",2024-02-15,169.8000030518,170.5800018311,167.5899963379,171.1699981689,49855200
AMZN,"Amazon.com, Inc.",2024-02-16,169.5099945068,168.7400054932,167.1699981689,170.4199981689,48074600
AMZN,"Amazon.com, Inc.",2024-02-20,167.0800018311,167.8300018311,165.7400054932,168.7100067139,41980300
AMZN,"Amazon.com, Inc.",2024-02-21,168.5899963379,168.9400024414,167.1399993896,170.2299957275,44575600
AMZN,"Amazon.com, Inc.",2024-02-22,174.5800018311,173.1000061035,171.7700042725,174.8000030518,55392400
AMZN,"Amazon.com, Inc.",2024-02-23,174.9900054932,174.2799987793,173.6999969482,175.75,59715200
AMZN,"Amazon.com, Inc.",2024-02-26,174.7299957275,175.6999969482,174.2599945068,176.3699951172,44368600
AMZN,"Amazon.com, Inc.",2024-02-27,173.5399932861,174.0800018311,172.8600006104,174.6199951172,31141700
AMZN,"Amazon.com, Inc.",2024-02-28,173.1600036621,172.4400024414,172.2700042725,174.0500030518,28180500
AMZN,"Amazon.com, Inc.",2024-02-29,176.7599945068,173.0099945068,172.8500061035,177.2200012207,53805400
AMZN,"Amazon.com, Inc.",2024-03-01,178.2200012207,176.75,176.0700073242,178.7299957275,31956200
AMZN,"Amazon.com, Inc.",2024-03-04,177.5800018311,177.5299987793,177.4900054932,180.1399993896,37381500
AMZN,"Amazon.com, Inc.",2024-03-05,174.1199951172,176.9299926758,173.3000030518,176.9299926758,37228300
AMZN,"Amazon.com, Inc.",2024-03-06,173.5099945068,175.5399932861,173.2599945068,176.4600067139,32090900
AMZN,"Amazon.com, Inc.",2024-03-07,176.8200073242,174.8300018311,173.7200012207,177.9900054932,34063300
AMZN,"Amazon.com, Inc.",2024-03-08,175.3500061035,176.4400024414,174.3300018311,178.7899932861,37853500
AMZN,"Amazon.com, Inc.",2024-03-11,171.9600067139,174.3099975586,171.4700012207,174.4700012207,28484800
AMZN,"Amazon.com, Inc.",2024-03-12,175.3899993896,173.5,171.9799957275,176.7599945068,36610600
AMZN,"Amazon.com, Inc.",2024-03-13,176.5599975586,175.8999938965,175.5500030518,177.6199951172,30772600
AMZN,"Amazon.com, Inc.",2024-03-14,178.75,177.6900024414,176.4700012207,179.5299987793,43705800
AMZN,"Amazon.com, Inc.",2024-03-15,174.4199981689,176.6399993896,173.8999938965,177.9299926758,72115500
AMZN,"Amazon.com, Inc.",2024-03-18,174.4799957275,175.8000030518,174.2799987793,176.6900024414,31250700
AMZN,"Amazon.com, Inc.",2024-03-19,175.8999938965,174.2200012207,173.5200042725,176.0899963379,26880900
AMZN,"Amazon.com, Inc.",2024-03-20,178.1499938965,176.1399993896,174.6399993896,178.5299987793,29947200
AMZN,"Amazon.com, Inc.",2024-03-21,178.1499938965,179.9900054932,178.1499938965,181.4199981689,32824300
AMZN,"Amazon.com, Inc.",2024-03-22,178.8699951172,177.75,176.75,179.2599945068,27964100
AMZN,"Amazon.com, Inc.",2024-03-25,179.7100067139,178.0099945068,177.2400054932,180.9900054932,29815500
AMZN,"Amazon.com, Inc.",2024-03-26,178.3000030518,180.1499938965,177.9499969482,180.4499969482,29659000
AMZN,"Amazon.com, Inc.",2024-03-27,179.8300018311,179.8800048828,177.3099975586,180.0,33272600
AMZN,"Amazon.com, Inc.",2024-03-28,180.3800048828,180.1699981689,179.2599945068,181.6999969482,38051600
AMZN,"Amazon.com, Inc.",2024-04-01,180.9700012207,180.7899932861,179.9499969482,183.0,29174500
AMZN,"Amazon.com, Inc.",2024-04-02,180.6900024414,179.0700073242,178.3800048828,180.7899932861,32611500
AMZN,"Amazon.com, Inc.",2024-04-03,182.4100036621,179.8999938965,179.8000030518,182.8699951172,31046600
AMZN,"Amazon.com, Inc.",2024-04-04,180.0,184.0,180.0,185.1000061035,41624300
AMZN,"Amazon.com, Inc.",2024-04-05,185.0700073242,182.3800048828,181.9700012207,186.2700042725,42335200
AMZN,"Amazon.com, Inc.",2024-04-08,185.1900024414,186.8999938965,184.8099975586,187.2899932861,39221300
AMZN,"Amazon.com, Inc.",2024-04-09,185.6699981689,187.2400054932,184.1999969482,187.3399963379,36546900
AMZN,"Amazon.com, Inc.",2024-04-10,185.9499969482,182.7700042725,182.6699981689,186.2700042725,35879200
AMZN,"Amazon.com, Inc.",2024-04-11,189.0500030518,186.7400054932,185.5099945068,189.7700042725,40020700
AMZN,"Amazon.com, Inc.",2024-04-12,186.1300048828,187.7200012207,185.0800018311,188.3800048828,38554300
AMZN,"Amazon.com, Inc.",2024-04-15,183.6199951172,187.4299926758,183.0,188.6900024414,48052400
AMZN,"Amazon.com, Inc.",2024-04-16,183.3200073242,183.2700042725,182.2599945068,184.8300018311,32891300
AMZN,"Amazon.com, Inc.",2024-04-17,181.2799987793,184.3099975586,179.8200073242,184.5700073242,31359700
AMZN,"Amazon.com, Inc.",2024-04-18,179.2200012207,181.4700012207,178.6499938965,182.3899993896,30723800
AMZN,"Amazon.com, Inc.",2024-04-19,174.6300048828,178.7400054932,173.4400024414,179.0,55950000
AMZN,"Amazon.com, Inc.",2024-04-22,177.2299957275,176.9400024414,174.5599975586,178.8699951172,37924900
AMZN,"Amazon.com, Inc.",2024-04-23,179.5399932861,178.0800018311,175.9799957275,179.9299926758,37046500
AMZN,"Amazon.com, Inc.",2024-04-24,176.5899963379,179.9400024414,176.1799926758,180.3200073242,34185100
AMZN,"Amazon.com, Inc.",2024-04-25,173.6699981689,169.6799926758,166.3200073242,173.9199981689,49249400
AMZN,"Amazon.com, Inc.",2024-04-26,179.6199951172,177.8000030518,176.1300048828,180.8200073242,43919800
AMZN,"Amazon.com, Inc.",2024-04-29,180.9600067139,182.75,179.3899993896,183.5299987793,54063900
AMZN,"Amazon.com, Inc.",2024-04-30,175.0,181.0899963379,174.8000030518,182.9900054932,94639800
AMZN,"Amazon.com, Inc.",2024-05-01,179.0,181.6399993896,176.5599975586,185.1499938965,94645100
AMZN,"Amazon.com, Inc.",2024-05-02,184.7200012207,180.8500061035,179.9100036621,185.1000061035,54303500
AMZN,"Amazon.com, Inc.",2024-05-03,186.2100067139,186.9900054932,185.4199981689,187.8699951172,39172000
AMZN,"Amazon.com, Inc.",2024-05-06,188.6999969482,186.2799987793,184.8000030518,188.75,34725300
AMZN,"Amazon.com, Inc.",2024-05-07,188.7599945068,188.9199981689,187.3099975586,189.9400024414,34048900
AMZN,"Amazon.com, Inc.",2024-05-08,188.0,187.4400024414,186.3899993896,188.4299926758,26136400
AMZN,"Amazon.com, Inc.",2024-05-09,189.5,188.8800048828,187.4400024414,191.6999969482,43368400
AMZN,"Amazon.com, Inc.",2024-05-10,187.4799957275,189.1600036621,186.9299926758,189.8899993896,34141800
AMZN,"Amazon.com, Inc.",2024-05-13,186.5700073242,188.0,185.3600006104,188.3099975586,24898600
AMZN,"Amazon.com, Inc.",2024-05-14,187.0700073242,183.8200073242,183.4499969482,187.7200012207,38698200
AMZN,"Amazon.com, Inc.",2024-05-15,185.9900054932,185.9700012207,182.7299957275,186.7200012207,75459900
AMZN,"Amazon.com, Inc.",2024-05-16,183.6300048828,185.6000061035,183.4600067139,187.3099975586,38834500
AMZN,"Amazon.com, Inc.",2024-05-17,184.6999969482,183.7599945068,183.3500061035,185.3000030518,33175700
AMZN,"Amazon.com, Inc.",2024-05-20,183.5399932861,184.3399963379,183.2799987793,186.6699981689,30511800
AMZN,"Amazon.com, Inc.",2024-05-21,183.1499938965,182.3000030518,180.75,183.2599945068,50839100
AMZN,"Amazon.com, Inc.",2024-05-22,183.1300048828,183.8800048828,181.9700012207,185.2200012207,28148800
AMZN,"Amazon.com, Inc.",2024-05-23,181.0500030518,183.6600036621,180.0800018311,184.7599945068,33670200
AMZN,"Amazon.com, Inc.",2024-05-24,180.75,181.6499938965,180.3000030518,182.4400024414,27434100
AMZN,"Amazon.com, Inc.",2024-05-28,182.1499938965,179.9299926758,179.4900054932,182.2400054932,29927000
AMZN,"Amazon.com, Inc.",2024-05-29,182.0200042725,181.6999969482,181.5500030518,184.0800018311,32009300
AMZN,"Amazon.com, Inc.",2024-05-30,179.3200073242,181.3099975586,178.3600006104,181.3399963379,29249200
AMZN,"Amazon.com, Inc.",2024-05-31,176.4400024414,178.3000030518,173.8699951172,179.2100067139,58903900
AMZN,"Amazon.com, Inc.",2024-06-03,178.3399963379,177.6999969482,175.9199981689,178.6999969482,30786600
AMZN,"Amazon.com, Inc.",2024-06-04,179.3399963379,177.6399993896,176.4400024414,179.8200073242,27198400
AMZN,"Amazon.com, Inc.",2024-06-05,181.2799987793,180.1000061035,178.75,181.5,32116400
AMZN,"Amazon.com, Inc.",2024-06-06,185.0,181.75,181.4900054932,185.0,31371200
AMZN,"Amazon.com, Inc.",2024-06-07,184.3000030518,184.8999938965,183.3600006104,186.2899932861,28021500
AMZN,"Amazon.com, Inc.",2024-06-10,187.0599975586,184.0700073242,183.7899932861,187.2299957275,34494500
AMZN,"Amazon.com, Inc.",2024-06-11,187.2299957275,187.0599975586,184.5399932861,187.7700042725,27265100
AMZN,"Amazon.com, Inc.",2024-06-12,186.8899993896,188.0200042725,185.4299926758,188.3500061035,33984200
AMZN,"Amazon.com, Inc.",2024-06-13,183.8300018311,186.0899963379,182.6699981689,187.6699981689,39721500
AMZN,"Amazon.com, Inc.",2024-06-14,183.6600036621,183.0800018311,182.2299957275,183.7200012207,25456400
AMZN,"Amazon.com, Inc.",2024-06-17,184.0599975586,182.5200042725,181.2200012207,185.0,35601900
AMZN,"Amazon.com, Inc.",2024-06-18,182.8099975586,183.7400054932,181.4299926758,184.2899932861,36659200
AMZN,"Amazon.com, Inc.",2024-06-20,186.1000061035,182.9100036621,182.7200012207,186.5099945068,44726800
AMZN,"Amazon.com, Inc.",2024-06-21,189.0800018311,187.8000030518,185.8600006104,189.2799987793,70792500
AMZN,"Amazon.com, Inc.",2024-06-24,186.5299987793,189.2720031738,186.4700012207,190.9900054932,25598617
META,"Meta Platforms, Inc.",2023-12-26,354.102355957,354.2620315083,352.7252114304,356.2479714326,9898600
META,"Meta Platforms, Inc.",2023-12-27,357.0961608887,355.3397909468,354.5813397836,358.2637748923,13207900
META,"Meta Platforms, Inc.",2023-12-28,357.5851745605,358.9623493675,357.0762107088,361.1578193953,11798800
META,"Meta Platforms, Inc.",2023-12-29,353.2341308594,358.2538146935,351.0985351628,359.2617532468,14980500
META,"Meta Platforms, Inc.",2024-01-02,345.579864502,350.5995481593,339.3127442453,352.4357711789,19042200
META,"Meta Platforms, Inc.",2024-01-03,343.7635803223,344.2725441868,342.4762172588,347.2364546857,15451100
META,"Meta Platforms, Inc.",2024-01-04,346.4081420898,343.7935199027,342.6957696263,347.4360286089,12099900
META,"Meta Platforms, Inc.",2024-01-05,351.2282714844,346.2784209841,345.5499374798,352.7750807313,13920700
META,"Meta Platforms, Inc.",2024-01-08,357.9244995117,353.972628812,351.3280388036,358.2438505968,13890200
META,"Meta Platforms, Inc.",2024-01-09,356.6969909668,355.6691044637,354.6312287226,359.9004299676,13463900
META,"Meta Platforms, Inc.",2024-01-10,369.7102661133,359.4314008466,358.3436093453,372.1752020206,22117200
META,"Meta Platforms, Inc.",2024-01-11,368.9119262695,371.3668729878,362.1857273668,372.0155339332,17205400
META,"Meta Platforms, Inc.",2024-01-12,373.7220153809,369.4009084072,368.7821847276,376.2867523346,19295700
META,"Meta Platforms, Inc.",2024-01-16,366.7064208984,372.883729159,366.4769120634,374.839701151,15306900
META,"Meta Platforms, Inc.",2024-01-17,367.6145629883,365.5488007168,357.8745684928,367.7842277622,12724800
META,"Meta Platforms, Inc.",2024-01-18,375.3586730957,370.7281737498,370.1893030583,376.0771978061,16354300
META,"Meta Platforms, Inc.",2024-01-19,382.6636657715,378.2227792683,377.1948927222,383.571772821,21470100
META,"Meta Platforms, Inc.",2024-01-22,380.9971008301,387.1544617069,380.3783771072,389.5495340509,17680500
META,"Meta Platforms, Inc.",2024-01-23,384.4100952148,383.831267547,381.296467714,387.5835667843,15506100
META,"Meta Platforms, Inc.",2024-01-24,389.8988037109,389.2002270189,387.0147156154,395.3376091232,15698500
META,"Meta Platforms, Inc.",2024-01-25,392.3736877441,389.3698811426,384.869120177,394.6789481278,15091100
META,"Meta Platforms, Inc.",2024-01-26,393.3317260742,393.5412868862,390.7869372521,395.9762854558,13163700
META,"Meta Platforms, Inc.",2024-01-29,400.1976013184,394.1799684982,392.2938602332,402.1036880597,18742400
META,"Meta Platforms, Inc.",2024-01-30,399.2395935059,402.7623533077,398.7506080957,405.5266618979,18614700
META,"Meta Platforms, Inc.",2024-01-31,389.3399353027,388.2022585385,386.3061610531,397.1838017952,20180800
META,"Meta Platforms, Inc.",2024-02-01,393.9703979492,393.132124246,392.2439348081,399.6786687941,29727100
META,"Meta Platforms, Inc.",2024-02-02,474.0158996582,458.6574766946,452.080994859,484.9634040368,84615500
META,"Meta Platforms, Inc.",2024-02-05,458.4678649902,468.9163947737,458.2782521978,470.9322412791,40832400
META,"Meta Platforms, Inc.",2024-02-06,453.7874755859,463.0484432324,452.0710016902,466.1620399606,21655200
META,"Meta Platforms, Inc.",2024-02-07,468.6270141602,457.060785279,455.2445102204,470.5530490247,23066000
META,"Meta Platforms, Inc.",2024-02-08,469.0361633301,467.3596158427,464.076354172,469.6249497529,18815100
META,"Meta Platforms, Inc.",2024-02-09,467.1500244141,471.9801257459,466.5113527093,472.6187974507,18413100
META,"Meta Platforms, Inc.",2024-02-12,467.9384155273,467.2298800595,465.6231658676,478.1673957397,19382000
META,"Meta Platforms, Inc.",2024-02-13,459.1764221191,455.9330869289,454.1567384122,466.9305075882,20916600
META,"Meta Platforms, Inc.",2024-02-14,472.3094482422,466.9704133424,465.1341902665,473.1377327693,16858400
META,"Meta Platforms, Inc.",2024-02-15,483.0373840332,474.305327919,471.2516055886,487.6179675288,24212300
META,"Meta Platforms, Inc.",2024-02-16,472.3493347168,477.1294895793,468.2477475634,477.9777525119,23306500
META,"Meta Platforms, Inc.",2024-02-20,470.7825622559,468.7567264812,465.6032031727,475.2034701577,18015500
META,"Meta Platforms, Inc.",2024-02-21,467.5657653809,466.0372841892,461.3319645187,468.5348044689,12977100
META,"Meta Platforms, Inc.",2024-02-22,485.6478271484,479.7636546284,475.5878079617,489.5039838966,21625800
META,"Meta Platforms, Inc.",2024-02-23,483.5498962402,487.5658978834,481.8715699255,493.8696366443,18374300
META,"Meta Platforms, Inc.",2024-02-26,481.2621765137,482.9904715889,480.1233230759,485.6578367643,12101400
META,"Meta Platforms, Inc.",2024-02-27,486.5668945312,479.5039302659,479.4439922175,486.786677538,10809600
META,"Meta Platforms, Inc.",2024-02-28,483.5398864746,484.5189253817,482.2711571712,490.5629121529,12715500
META,"Meta Platforms, Inc.",2024-02-29,489.6438598633,487.9555336838,482.1312992103,491.2123099451,17732000
META,"Meta Platforms, Inc.",2024-03-01,501.8017578125,491.6218628066,491.3621414312,503.7498358078,16273600
META,"Meta Platforms, Inc.",2024-03-04,497.6958618164,502.501088474,495.927628405,503.9196934304,12324100
META,"Meta Platforms, Inc.",2024-03-05,489.7337646484,494.5090222703,487.4060891297,495.0884335688,15325300
META,"Meta Platforms, Inc.",2024-03-06,495.5979309082,497.136411938,493.7997285005,502.4711116007,11757900
META,"Meta Platforms, Inc.",2024-03-07,511.6819763184,502.7808102255,500.8827008768,519.334351762,18586400
META,"Meta Platforms, Inc.",2024-03-08,505.4481811523,513.6799984785,498.854721324,523.0506997194,18575200
META,"Meta Platforms, Inc.",2024-03-11,483.1103210449,496.5170230954,475.5278532617,496.8267131659,20428300
META,"Meta Platforms, Inc.",2024-03-12,499.2543029785,492.7707501005,484.2492121416,501.8117613012,15448200
META,"Meta Platforms, Inc.",2024-03-13,495.0784606934,494.898646549,490.5429552981,500.4830982739,12090700
META,"Meta Platforms, Inc.",2024-03-14,491.3421630859,499.763824928,487.6758202626,500.8527401488,12620000
META,"Meta Platforms, Inc.",2024-03-15,483.6198425293,488.5249761132,480.8226014689,491.3421558735,29141700
META,"Meta Platforms, Inc.",2024-03-18,496.4870605469,491.4220821218,486.3271346729,496.9266265534,11755300
META,"Meta Platforms, Inc.",2024-03-19,495.7477722168,487.6857999807,480.802619504,496.1374000116,10903100
META,"Meta Platforms, Inc.",2024-03-20,505.0185852051,499.0045671629,494.6788753204,507.6959501972,11711100
META,"Meta Platforms, Inc.",2024-03-21,507.2563781738,514.1994968768,505.5081139452,514.5291256581,9712500
META,"Meta Platforms, Inc.",2024-03-22,509.0745544434,506.4971268572,503.839761547,509.4641822518,8117000
META,"Meta Platforms, Inc.",2024-03-25,502.5210571289,505.2883291529,499.743815755,506.7169034577,8380600
META,"Meta Platforms, Inc.",2024-03-26,495.3981628418,504.6289883305,494.718814134,509.4941531106,11205400
META,"Meta Platforms, Inc.",2024-03-27,493.3701477051,498.8047544512,487.5859124982,499.3941960854,9989700
META,"Meta Platforms, Inc.",2024-03-28,485.0983581543,492.3511669909,484.668791972,492.4011356902,15212800
META,"Meta Platforms, Inc.",2024-04-01,490.8626403809,486.7167628266,481.3021254622,496.9365962683,9247000
META,"Meta Platforms, Inc.",2024-04-02,496.8766784668,484.6188594472,484.1692935849,497.0365234292,11081000
META,"Meta Platforms, Inc.",2024-04-03,506.2373657227,498.4351147329,498.255300588,506.7368697834,12099200
META,"Meta Platforms, Inc.",2024-04-04,510.4132385254,515.9077526598,510.0735489381,529.4742999077,26476300
META,"Meta Platforms, Inc.",2024-04-05,526.8169555664,516.3473092697,513.8997272423,530.1736081312,19242000
META,"Meta Platforms, Inc.",2024-04-08,518.7349853516,528.7550664308,518.3753570491,530.9628354333,13260600
META,"Meta Platforms, Inc.",2024-04-09,516.3873291016,521.7119985566,506.2373723095,525.3484028,10881400
META,"Meta Platforms, Inc.",2024-04-10,519.3143920898,508.7848382931,505.2982793303,522.0416646615,11418500
META,"Meta Platforms, Inc.",2024-04-11,522.6410522461,520.5930978302,516.7768795605,523.340370113,10369500
META,"Meta Platforms, Inc.",2024-04-12,511.3922424316,517.2364459385,508.8247842869,519.6740281517,11944900
META,"Meta Platforms, Inc.",2024-04-15,499.7338562012,516.2074602971,496.7867699735,518.0157235782,13512900
META,"Meta Platforms, Inc.",2024-04-16,499.2643127441,497.61592494,496.6169168101,504.2693227435,9847900
META,"Meta Platforms, Inc.",2024-04-17,493.6798706055,502.6010060627,486.6568445346,502.6609441127,12193700
META,"Meta Platforms, Inc.",2024-04-18,501.3022766113,499.3242599896,498.5450348534,511.7019855807,14808700
META,"Meta Platforms, Inc.",2024-04-19,480.5928344727,502.3012609959,475.2581348717,502.3012609959,25111000
META,"Meta Platforms, Inc.",2024-04-22,481.2521972656,489.2342624655,472.9304424729,491.5219996188,17271100
META,"Meta Platforms, Inc.",2024-04-23,495.6079406738,490.7627451333,488.4850078105,498.265305965,15079200
META,"Meta Platforms, Inc.",2024-04-24,493.0104980469,507.5560535645,484.0993323679,509.4941317202,37772700
META,"Meta Platforms, Inc.",2024-04-25,440.942199707,420.9820069094,414.0888571223,445.3278294092,82890700
META,"Meta Platforms, Inc.",2024-04-26,442.8503112793,441.0221093748,431.5315323799,445.9971807117,32691400
META,"Meta Platforms, Inc.",2024-04-29,432.1908874512,439.1240062342,428.1349169281,439.3238200529,21502600
META,"Meta Platforms, Inc.",2024-04-30,429.743347168,430.6224487263,429.2937813078,439.1839558462,18429500
META,"Meta Platforms, Inc.",2024-05-01,438.7543640137,428.1748720346,426.6863292541,449.5136701314,20344900
META,"Meta Platforms, Inc.",2024-05-02,441.2419128418,438.4047333513,431.8512423193,443.5196502067,15221300
META,"Meta Platforms, Inc.",2024-05-03,451.5116882324,445.4876706637,443.409747249,453.7195180642,16489100
META,"Meta Platforms, Inc.",2024-05-06,465.2180786133,455.1280908376,452.8903224788,465.6976134704,15094600
META,"Meta Platforms, Inc.",2024-05-07,467.7755432129,465.8274957093,460.8524243935,471.0622883999,13406800
META,"Meta Platforms, Inc.",2024-05-08,472.1312561035,463.0402758735,462.5407718003,475.108280868,11683900
META,"Meta Platforms, Inc.",2024-05-09,474.9484558105,469.5338183631,467.1661739868,475.6077743437,9437700
META,"Meta Platforms, Inc.",2024-05-10,475.7276916504,476.6167930475,469.1342317848,477.0263900462,10750000
META,"Meta Platforms, Inc.",2024-05-13,467.5458068848,472.2810956874,462.3909212511,472.8805066657,14668800
META,"Meta Platforms, Inc.",2024-05-14,471.3819885254,462.9103886743,459.623643416,472.0713065686,10478600
META,"Meta Platforms, Inc.",2024-05-15,481.0623779297,474.5088871112,470.7326376426,482.021417187,13100500
META,"Meta Platforms, Inc.",2024-05-16,472.7606201172,474.5288535011,472.2810852477,477.2161877631,16608200
META,"Meta Platforms, Inc.",2024-05-17,471.4419250488,470.3629792075,467.9553964698,472.3310264212,10807300
META,"Meta Platforms, Inc.",2024-05-20,468.3749694824,469.4838843636,466.5767670377,472.7306607963,11745100
META,"Meta Platforms, Inc.",2024-05-21,464.1691589355,466.6566794588,461.8114838617,470.233145688,11742200
META,"Meta Platforms, Inc.",2024-05-22,467.3160095215,467.4059165923,465.1881173827,473.2501200963,10078600
META,"Meta Platforms, Inc.",2024-05-23,465.3179931641,472.4109567954,461.0822085617,473.8894692765,11747900
META,"Meta Platforms, Inc.",2024-05-24,477.7456665039,467.1561742871,465.8374762458,479.3740546248,12012300
META,"Meta Platforms, Inc.",2024-05-28,479.4440002441,476.1072862258,474.3690218171,480.383039848,10175800
META,"Meta Platforms, Inc.",2024-05-29,473.889465332,474.1891860529,473.2301468181,479.3740405052,9226200
META,"Meta Platforms, Inc.",2024-05-30,466.586730957,471.2021740878,464.2490556112,471.2621121361,10735200
META,"Meta Platforms, Inc.",2024-05-31,466.3669433594,465.3379662238,454.0092178959,468.6546804716,16919800
META,"Meta Platforms, Inc.",2024-06-03,477.0163879395,470.3929590804,467.7755626265,479.1243109723,11279400
META,"Meta Platforms, Inc.",2024-06-04,476.5168762207,476.5268760579,472.7606263987,478.4150160498,7088700
META,"Meta Platforms, Inc.",2024-06-05,494.5689697266,483.9695079441,483.4300350095,496.1573890183,15690500
META,"Meta Platforms, Inc.",2024-06-06,493.2702636719,492.4910385505,490.4031152188,502.3212748842,10667300
META,"Meta Platforms, Inc.",2024-06-07,492.4710388184,495.4181249943,489.6838280888,498.4151493818,9380700
META,"Meta Platforms, Inc.",2024-06-10,502.1015014648,493.3701495168,492.9206141424,502.1614395148,11236900
META,"Meta Platforms, Inc.",2024-06-11,506.9666442871,499.6638974782,497.7757575258,507.0965202187,9673700
META,"Meta Platforms, Inc.",2024-06-12,508.3352966309,513.4801824375,503.9696359514,513.5001821121,11983200
META,"Meta Platforms, Inc.",2024-06-13,503.6000061035,505.2083945643,500.8627030869,508.8547681534,9954600
META,"Meta Platforms, Inc.",2024-06-14,504.1600036621,502.6499938965,500.75,507.1499938965,10243300
META,"Meta Platforms, Inc.",2024-06-17,506.6300048828,501.6700134277,496.0100097656,510.75,11266600
META,"Meta Platforms, Inc.",2024-06-18,499.4899902344,504.5599975586,495.0199890137,506.0,13060400
META,"Meta Platforms, Inc.",2024-06-20,501.700012207,502.0,496.7699890137,503.6700134277,11801200
META,"Meta Platforms, Inc.",2024-06-21,494.7799987793,503.450012207,492.3900146484,503.450012207,22359200
META,"Meta Platforms, Inc.",2024-06-24,496.75,499.200012207,495.7900085449,507.799987793,7785906
AVGO,Broadcom Inc.,2023-12-26,1127.0899658203,1119.4723831543,1118.2575860272,1130.6846421704,1679300
AVGO,Broadcom Inc.,2023-12-27,1121.3942871094,1131.1825572037,1118.197817122,1134.7373643977,2005500
AVGO,Broadcom Inc.,2023-12-28,1117.6502685547,1126.8908227979,1114.3045317774,1127.4385390528,2124700
AVGO,Broadcom Inc.,2023-12-29,1111.5163574219,1116.7042246591,1109.9431014319,1119.6118856756,2054900
AVGO,Broadcom Inc.,2024-01-02,1080.7772216797,1087.4886295616,1072.5223382791,1097.3267361965,2883100
AVGO,Broadcom Inc.,2024-01-03,1054.0908203125,1065.6615383438,1050.8347895543,1070.4412315336,3473500
AVGO,Broadcom Inc.,2024-01-04,1044.5615234375,1053.4735209816,1042.9284635204,1064.9646227551,2565800
AVGO,Broadcom Inc.,2024-01-05,1044.8303222656,1047.1404303027,1037.0932532429,1050.9840465217,2247000
AVGO,Broadcom Inc.,2024-01-08,1070.2918701172,1052.019711088,1047.5387941926,1073.4285362544,3311000
AVGO,Broadcom Inc.,2024-01-09,1077.8995361328,1061.1010806502,1060.194905601,1083.9338961787,2322500
AVGO,Broadcom Inc.,2024-01-10,1075.9875488281,1075.7685109597,1058.093783787,1078.3674280873,1764300
AVGO,Broadcom Inc.,2024-01-11,1095.3153076172,1079.72168277,1069.9533471351,1096.6297779774,2575700
AVGO,Broadcom Inc.,2024-01-12,1102.9826660156,1107.3838441328,1095.3451487642,1110.9585858266,2687900
AVGO,Broadcom Inc.,2024-01-16,1110.2318115234,1107.6229268755,1093.9711050157,1121.4640062202,2614500
AVGO,Broadcom Inc.,2024-01-17,1098.9897460938,1101.5986306824,1085.5867428245,1108.3896558459,1831400
AVGO,Broadcom Inc.,2024-01-18,1139.0590820312,1120.1296875631,1117.1224749571,1141.6879012322,3222800
